Draw here,Model prediction,timestamp
"{""background"": "".gradio\\flagged\\Draw here\\35a91f43b6149f14e9e1\\background.png"", ""layers"": ["".gradio\\flagged\\Draw here\\4f7ee0e2d94b953823c2\\layer_0.png""], ""composite"": "".gradio\\flagged\\Draw here\\02a99ff8b354a5c3eaf3\\composite.png"", ""id"": null}","{""label"": ""Prediction : 3"", ""confidences"": null}",2026-03-02 07:13:09.439635
